0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
50.59632,50.75463,50.61205,50.62227,50.82421,51.37612,51.53474,51.99268,51.69431,51.84063,51.84574,51.64486,51.63248,51.61008,51.34074,51.41484,51.40839,52.47313,52.47985,52.68323,52.4944,52.28855,52.11312,56.94796,6.50969,6.50969,6.50969,6.50969,6.50969,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,5.64045,6.70332
